Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq,t_score,chi_square,likelihood_ratio
dear,friend,480,606,11,3.1693890484475253,226.2737630053674,47.73148129825616
elder,brother,250,548,11,3.2472790235739817,504.3309281957827,64.01836166492541
fourteen,year,26,871,11,3.30516198572378,3160.7558487855345,108.22960975214511
little,time,1465,2625,11,1.370071400729195,3.198279572982069,2.6496668430073544
silk,dress,37,285,11,3.3112871910071515,6813.089111064676,123.18056642672258
cry,sonia,1704,399,10,2.8013349988137586,68.75303563520777,25.735540344229218
public,opinion,161,251,10,3.1408242998191467,1454.092240779389,80.62500541727385
little,pole,1465,125,10,3.0650604021457335,305.58688188814256,50.32112983092917
right,side,927,427,10,2.9521402675357735,131.1507075785259,35.649150188507676
catch,cold,309,167,10,3.1348826995363375,1134.4148672024305,75.46862555317375
reach,home,258,469,10,3.098040212221588,472.4826031016883,58.71261373416405
epanchin,family,204,388,10,3.1202575077751584,732.695038273362,67.16919190654178
twelve,year,82,871,10,3.1243612041820668,814.1318314591953,69.95631612530492
face,seem,1410,1349,10,2.1524975956643817,14.509704158944224,9.250597557413553
dark,brown,208,16,10,3.1605108941085875,17878.683471620232,130.29724223209635
whole,company,889,150,10,3.0914849155550286,426.9190294194047,56.541488257840534
bad,sign,376,211,10,3.1201598259978147,730.949967554016,66.89921631163656
last,interview,1586,82,10,3.0932357552380796,438.2412743418632,56.983804391138406
whole,face,889,1410,10,2.4968258608028835,29.625105391457886,15.450820292464055
thousand,gülden,614,69,10,3.139786430934864,1386.0759386937405,79.22214438756245
raskolnikov,smile,782,734,10,2.857559355742973,84.74068633444553,28.82536352451614
madame,epanchin,247,204,10,3.1355277177943446,1162.2470103689002,76.02310530481344
prince,observe,1984,415,10,2.725172941721822,53.72824337708669,22.379506332630346
little,table,1465,520,10,2.757853866794172,59.47107675128614,23.741556035800585
printing,press,11,128,10,3.1615301822200057,42285.968272823724,162.20660527289593
ask,mitya,1621,911,10,2.378311851802291,22.816050964356165,12.886885494701062
think,mitya,2317,911,10,2.041704694107783,11.763748029801445,7.854209547877707
poor,boy,422,461,10,3.058999354037367,286.5165176788908,49.30922853075248
je,suis,46,13,10,3.16196019439201,99590.03444873098,166.48141604193822
great,writer,1202,30,10,3.1431341553258036,1631.9407367449223,82.34518306027772
sonia,look,399,2970,10,2.5331698525256425,32.25548277938376,16.436460789641274
nasty,thing,65,1295,10,3.1175909014295056,687.795603593157,67.05086615438137
begin,try,1745,630,10,2.5786555844976857,36.029229029224794,17.525239541313514
face,work,1410,382,10,2.8763354921620583,91.49574017084647,29.932462280599605
sit,silent,1134,291,10,2.987090701293703,161.06272632888442,39.050802898275904
speak,aloud,1198,149,10,3.0675146568015075,314.00349097534684,50.8314861435032
business,man,320,2546,10,2.729759738223205,54.480958572873114,22.75996744234454
peculiar,way,99,1198,10,3.0993143223608604,482.4402164754636,59.73419649082212
whole,heart,889,897,10,2.738937047380542,56.03690837259674,22.979643828817473
guess,right,153,927,10,3.0869825288503727,400.22245168027155,55.86639592411103
literary,matinée,66,23,10,3.161471785505289,39220.31875393303,147.09988047345718
remain,silent,302,291,10,3.115622932143554,657.9518637356141,64.94568299999008
last,minute,1586,677,10,2.5922609572682216,37.27948086807343,17.915236558458624
pyotr,verhovensky,834,91,10,3.1219871122892218,764.9957789405051,67.63078840176614
drink,tea,329,202,10,3.126996488653463,876.4190111548877,70.43743847460908
notice,nothing,475,1567,10,2.767130981245753,61.27750829743194,24.257572710959256
open,door,682,750,10,2.8907329367358416,97.31383177745668,30.939053006572077
great,number,1202,120,10,3.085703640798078,393.21219822760935,54.97954184548621
love,life,1234,1043,10,2.479003183471354,28.44192394313441,15.014425402864017
show,sign,660,211,10,3.088347419337069,407.9718318955664,55.73137658965067
universal,history,40,66,10,3.160876139015179,22543.186250180854,137.1755168340288
exclaim,alyosha,181,1239,10,3.043223216117045,245.99257888385725,46.86439702765603
stand,look,1039,2970,10,1.5240746222215045,4.483784550336907,3.5372611860377
great,curiosity,1202,157,10,3.0620933181589014,295.96270873221897,49.75257752208541
faint,smile,89,734,10,3.1275974439358203,891.9487524518561,71.62059543915433
whole,future,889,181,10,3.076854415001603,350.45949370875496,52.87576950306767
cry,stepan,1704,525,10,2.687353105754405,48.08668569634803,20.9640139448632
young,gentleman,776,637,10,2.899857688849935,101.33430353530868,31.55063483161726
eye,glow,1211,37,10,3.1384905547473787,1309.4835728057421,78.03009343009883
semyon,zaharovitch,51,10,10,3.1620069117637835,116777.64791500515,169.41684642637375
canal,bank,22,57,10,3.1616119376206093,47481.43751189811,154.77363971872728
old,merchant,1356,82,10,3.1032481374158656,515.8978699858563,60.06473847012402
deep,breath,122,111,10,3.155088493707532,4378.693536089984,102.6142302283579
throw,stone,329,160,10,3.1343321777803266,1111.6765172713149,75.05431765449546
turn,crimson,1279,58,10,3.122895977521903,783.1063912518817,68.04046741555057
